"review","aspect","sentiment"
"Rasanya enak, tapi tempatnya panas","tempatnya","0"
"Desanya bagus. Rumahnya bagus.","Desanya","1"
"Desanya bagus. Rumahnya bagus.","Rumahnya","1"
"Asri banget kampungnya.","kampungnya","1"
"spot yang bagus untuk menikmati senja","spot","1"
"Pasirnya keren...","Pasirnya","1"
"Tempat yang sangat menakjubkan  i love belu","Tempat","1"
"Hamparan Pasir putih yang sangat luas... Pasirnya halus tertiup angin seperti di padang gurun pasir, ombak laut bergemuruh  merdu membuat suasana tenang dan santai di lopo - lopo dgn gratis.. sambil menikmati air kelapa muda yang airnya manis.. Anak-anak sekitar dengan ramahnya menjajakan buah lontar (saboak)  yang segar untuk di nikmati di pinggir laut. Pohon lontar dan pucuk Pinus tertiup angin laut yang sejuk dan menambah kenyamanan suasana liburan keluarga... Betapa Indahnya alam bahari di Oetune.","Hamparan Pasir putih","1"
"Hamparan Pasir putih yang sangat luas... Pasirnya halus tertiup angin seperti di padang gurun pasir, ombak laut bergemuruh  merdu membuat suasana tenang dan santai di lopo - lopo dgn gratis.. sambil menikmati air kelapa muda yang airnya manis.. Anak-anak sekitar dengan ramahnya menjajakan buah lontar (saboak)  yang segar untuk di nikmati di pinggir laut. Pohon lontar dan pucuk Pinus tertiup angin laut yang sejuk dan menambah kenyamanan suasana liburan keluarga... Betapa Indahnya alam bahari di Oetune.","lopo - lopo ","1"
"Hamparan Pasir putih yang sangat luas... Pasirnya halus tertiup angin seperti di padang gurun pasir, ombak laut bergemuruh  merdu membuat suasana tenang dan santai di lopo - lopo dgn gratis.. sambil menikmati air kelapa muda yang airnya manis.. Anak-anak sekitar dengan ramahnya menjajakan buah lontar (saboak)  yang segar untuk di nikmati di pinggir laut. Pohon lontar dan pucuk Pinus tertiup angin laut yang sejuk dan menambah kenyamanan suasana liburan keluarga... Betapa Indahnya alam bahari di Oetune.","air kelapa muda","1"
"Hamparan Pasir putih yang sangat luas... Pasirnya halus tertiup angin seperti di padang gurun pasir, ombak laut bergemuruh  merdu membuat suasana tenang dan santai di lopo - lopo dgn gratis.. sambil menikmati air kelapa muda yang airnya manis.. Anak-anak sekitar dengan ramahnya menjajakan buah lontar (saboak)  yang segar untuk di nikmati di pinggir laut. Pohon lontar dan pucuk Pinus tertiup angin laut yang sejuk dan menambah kenyamanan suasana liburan keluarga... Betapa Indahnya alam bahari di Oetune.","Anak-anak","1"
"Baru pertama kali datang ke tempat ini bukan hanya dari foto oranglain...asli jatuh cinta...pengen kesana lagi","tempat","1"
"tempatnya nyaman.n perlu ditingkatkan..n menambah destinasi lagi seperti kebun teh ato buah strowbery...supaya menarik wisatawan","tempatnya","1"
"Menjaga budaya supaya tetap bertahan","budaya","0"
"Akses baik dan bagus sampe di pemberhentian terakhir bus. Lintasan tracking baik dan dilengkapi dengan rambu dan petunjuk keamanan. Pemandangan yang  mantul di puncak gunung Kelimutu dengan wiu tiga danaunya.","Akses","1"
"Akses baik dan bagus sampe di pemberhentian terakhir bus. Lintasan tracking baik dan dilengkapi dengan rambu dan petunjuk keamanan. Pemandangan yang  mantul di puncak gunung Kelimutu dengan wiu tiga danaunya.","Lintasan","1"
"Akses baik dan bagus sampe di pemberhentian terakhir bus. Lintasan tracking baik dan dilengkapi dengan rambu dan petunjuk keamanan. Pemandangan yang  mantul di puncak gunung Kelimutu dengan wiu tiga danaunya.","rambu","1"
"Akses baik dan bagus sampe di pemberhentian terakhir bus. Lintasan tracking baik dan dilengkapi dengan rambu dan petunjuk keamanan. Pemandangan yang  mantul di puncak gunung Kelimutu dengan wiu tiga danaunya.","petunjuk keamanan","1"
"Akses baik dan bagus sampe di pemberhentian terakhir bus. Lintasan tracking baik dan dilengkapi dengan rambu dan petunjuk keamanan. Pemandangan yang  mantul di puncak gunung Kelimutu dengan wiu tiga danaunya.","Pemandangan","1"
"Pantai yang indah dengan hamparan pasir putih yg luar biasa indah dengan membentuk seperti gurun pasir di Arab atau di Mesir. Pokoknya indah banget,,, Terima Kasih Ya Allah atas anugerah & ciptaan Mu yg sungguh indah & mempesona.","Pantai","1"
"Kolam renang alami di dalam goa dengan air asin. Tolong jangan buang sampah sembarangan yaa.","goa","1"
"Kolam renang alami di dalam goa dengan air asin. Tolong jangan buang sampah sembarangan yaa.","sampah","-1"
"Alami indah sangat indah... mungkin harus ada penunjuk arah jalan ke bukit ini.. sehingga turis atau pelancong bisa dengan mudah mengunjungi tempat ini","penunjuk arah","0"
"Pantai yg indah dgn fasilitas yg sudah memadai","Pantai","1"
"Pantai yg indah dgn fasilitas yg sudah memadai","fasilitas","1"
"Tempat Ibadah","Tempat Ibadah","0"
"Tempatnya nyaman","Tempatnya","1"
"Puas liat pemandangan sunset, bukit, lembah dan sedikit laut... Luar biasa","pemandangan","1"
"Danau yang sungguh-sungguh cantik","Danau","1"
"Bagus pemandangannya","pemandangannya","1"
"Pemandangan yg indah saat naik diatas bukit ini...sore sebelum matahari terbenam banyak turis yg dtg...","Pemandangan","1"
"Pemandangan yg indah saat naik diatas bukit ini...sore sebelum matahari terbenam banyak turis yg dtg...","turis","0"
"Ada banyak perubahan.seperi jln naik ke atas kampung sdh di aspal.sdh ada retribusi.seohongga desa bisa punya pendapatan.utk perawatan ataupun pengembangan desa","jln naik","1"
"Ada banyak perubahan.seperi jln naik ke atas kampung sdh di aspal.sdh ada retribusi.seohongga desa bisa punya pendapatan.utk perawatan ataupun pengembangan desa","retribusi","1"
"Karena taman nasional kelimutu merupakan kebanggaan bagi masyrat ende-lio","taman nasional","1"
"Banyak wisatawan yang datang berkunjung ke sana, untuk mandi, saya sarankan jika anda mau ke gua rangko, sebaiky jam 1 ke atas, karena di jam 3 sore mata hari mulai condong dan cahayanya masuk dalam gua","wisatawan","1"
"jalan setapaknya udah bagus. kamar mandi umum bersih","jalan setapaknya","1"
"jalan setapaknya udah bagus. kamar mandi umum bersih","kamar mandi ","1"
"Pasirnya berwarna pink dan airnya jernih sekali, sangat cocok untuk snorkling dan beach day","Pasirnya","1"
"Pasirnya berwarna pink dan airnya jernih sekali, sangat cocok untuk snorkling dan beach day","airnya","1"
"Pantainya bersih. Namun fasilitasnya masih kurang.","Pantainya","1"
"Pantainya bersih. Namun fasilitasnya masih kurang.","fasilitasnya","-1"
"Gulungan ombak pesisir selatan Tanah Timor akan membuat Anda terpukau.","ombak","1"
"Batu nona beach pantai andalan dengan sunset yang indah","pantai","1"
"Bila anda ke Alor, jangan lupa mampir ke kampung tradisional suku abui (suku asli alor) yang berada di pebukitan alor tengah utara. Mudah2an anda disuguhi nikmat dan hangatnya sapaan dan tari serta kopi disana.","kopi","1"
"Bila anda ke Alor, jangan lupa mampir ke kampung tradisional suku abui (suku asli alor) yang berada di pebukitan alor tengah utara. Mudah2an anda disuguhi nikmat dan hangatnya sapaan dan tari serta kopi disana.","kampung tradisional","1"
"Menyenangkan sekali datang ke sini. Orang2 nya ramah dan baik.","Orang2","1"
"Pantai dgn pemandangan yg bagus dan unik krn ada bukit di tengah2 pantainya","Pantai","1"
"Pantai dgn pemandangan yg bagus dan unik krn ada bukit di tengah2 pantainya","pemandangan","1"
"View yg sangat indah, lengkap dgn jembatan untuk menikmati sisi lain dari pantai ini","View","1"
"Pantainya bagus, ad bukit pasir (spot foto yg ok) pasirnya jg halus... cm sayang anak2 kecilnya mengganggu sekali, ngintilin terus","Pantainya","1"
"Pantainya bagus, ad bukit pasir (spot foto yg ok) pasirnya jg halus... cm sayang anak2 kecilnya mengganggu sekali, ngintilin terus","anak2 kecilnya","-1"
"Agak jauh perjalanannya... Tapi dibayarkan dengan pantai yang indah sekali. Sebenarnya banyak potensi yang masih bisa dikembangkan tapi belum aja.. Fasilitasnya masih kurang","perjalanannya","0"
"Agak jauh perjalanannya... Tapi dibayarkan dengan pantai yang indah sekali. Sebenarnya banyak potensi yang masih bisa dikembangkan tapi belum aja.. Fasilitasnya masih kurang","pantai","1"
"Agak jauh perjalanannya... Tapi dibayarkan dengan pantai yang indah sekali. Sebenarnya banyak potensi yang masih bisa dikembangkan tapi belum aja.. Fasilitasnya masih kurang","Fasilitasnya","-1"
"Tempat wisata pasir putih","Tempat wisata","0"
"Tempat wisata dekat kota, dari atas bukit pemandangan pelabuhan tampak jelas dan indah","Tempat wisata","1"
"Tempat wisata dekat kota, dari atas bukit pemandangan pelabuhan tampak jelas dan indah","pemandangan","1"
"Desa adat yang wajib dikunjungi jika ke sumba barat","Desa adat","1"
"Situs adat yg masih dijaga dan maaih asri, tapi perlunya penataan lingkungn agar kebersihan tetap terjaga","Situs adat","1"
"Situs adat yg masih dijaga dan maaih asri, tapi perlunya penataan lingkungn agar kebersihan tetap terjaga","kebersihan","0"
"Kesan yang tradisional. Tempat yang harus dikunjungi bila pergi ke Alor (bahkan NTT). Penduduknya ramah, adt iatiadat yang masih terjaga dan pemandangan alam yang asri.","Penduduknya","1"
"Kesan yang tradisional. Tempat yang harus dikunjungi bila pergi ke Alor (bahkan NTT). Penduduknya ramah, adt iatiadat yang masih terjaga dan pemandangan alam yang asri.","Tempat","1"
"Kesan yang tradisional. Tempat yang harus dikunjungi bila pergi ke Alor (bahkan NTT). Penduduknya ramah, adt iatiadat yang masih terjaga dan pemandangan alam yang asri.","adt iatiadat","1"
"Kesan yang tradisional. Tempat yang harus dikunjungi bila pergi ke Alor (bahkan NTT). Penduduknya ramah, adt iatiadat yang masih terjaga dan pemandangan alam yang asri.","pemandangan","1"
"Aksesnya kurang","Aksesnya","-1"
"Tempat paling pas untuk memulai traveling di pulau Sumba.. Tersedia museum, pertunjukan seni budaya, info wisata, cinderamata, resto, guest house dengan bangunan rumah adat sumba, kamar bersih, rapi, ac, murah, layanan ramah menyenangkan, suasana pedesaan di tengah kebun kelapa. It's a very special destination for.me ,!! Lokasi : Jl. BUDAYA desa Kererobbo","Tempat","1"
"Tempat paling pas untuk memulai traveling di pulau Sumba.. Tersedia museum, pertunjukan seni budaya, info wisata, cinderamata, resto, guest house dengan bangunan rumah adat sumba, kamar bersih, rapi, ac, murah, layanan ramah menyenangkan, suasana pedesaan di tengah kebun kelapa. It's a very special destination for.me ,!! Lokasi : Jl. BUDAYA desa Kererobbo","museum","1"
"Tempat paling pas untuk memulai traveling di pulau Sumba.. Tersedia museum, pertunjukan seni budaya, info wisata, cinderamata, resto, guest house dengan bangunan rumah adat sumba, kamar bersih, rapi, ac, murah, layanan ramah menyenangkan, suasana pedesaan di tengah kebun kelapa. It's a very special destination for.me ,!! Lokasi : Jl. BUDAYA desa Kererobbo","seni budaya","1"
"Tempat paling pas untuk memulai traveling di pulau Sumba.. Tersedia museum, pertunjukan seni budaya, info wisata, cinderamata, resto, guest house dengan bangunan rumah adat sumba, kamar bersih, rapi, ac, murah, layanan ramah menyenangkan, suasana pedesaan di tengah kebun kelapa. It's a very special destination for.me ,!! Lokasi : Jl. BUDAYA desa Kererobbo","resto","1"
"Tempat paling pas untuk memulai traveling di pulau Sumba.. Tersedia museum, pertunjukan seni budaya, info wisata, cinderamata, resto, guest house dengan bangunan rumah adat sumba, kamar bersih, rapi, ac, murah, layanan ramah menyenangkan, suasana pedesaan di tengah kebun kelapa. It's a very special destination for.me ,!! Lokasi : Jl. BUDAYA desa Kererobbo","cinderamata","1"
"Tempat paling pas untuk memulai traveling di pulau Sumba.. Tersedia museum, pertunjukan seni budaya, info wisata, cinderamata, resto, guest house dengan bangunan rumah adat sumba, kamar bersih, rapi, ac, murah, layanan ramah menyenangkan, suasana pedesaan di tengah kebun kelapa. It's a very special destination for.me ,!! Lokasi : Jl. BUDAYA desa Kererobbo","guest house","1"
"Tempat paling pas untuk memulai traveling di pulau Sumba.. Tersedia museum, pertunjukan seni budaya, info wisata, cinderamata, resto, guest house dengan bangunan rumah adat sumba, kamar bersih, rapi, ac, murah, layanan ramah menyenangkan, suasana pedesaan di tengah kebun kelapa. It's a very special destination for.me ,!! Lokasi : Jl. BUDAYA desa Kererobbo","pedesaan","1"
"Tempat paling pas untuk memulai traveling di pulau Sumba.. Tersedia museum, pertunjukan seni budaya, info wisata, cinderamata, resto, guest house dengan bangunan rumah adat sumba, kamar bersih, rapi, ac, murah, layanan ramah menyenangkan, suasana pedesaan di tengah kebun kelapa. It's a very special destination for.me ,!! Lokasi : Jl. BUDAYA desa Kererobbo","layanan","1"
"Danau ter keren sih ini.  Disebut danau tapi asin  karena airnya memang dari rembesan air laut yg ngelewatin batu karang. Untuk masuk itu+ parkir motor itu bayar 30 ribu.","Danau","1"
"Danau ter keren sih ini.  Disebut danau tapi asin  karena airnya memang dari rembesan air laut yg ngelewatin batu karang. Untuk masuk itu+ parkir motor itu bayar 30 ribu.","parkir","0"
"Pemandangannya sangat alami dan indah. Anda akan menikmayi pemandangan danau yg memiliki 3 warna yg konon dapat berubah warna. Perlu sekitar 2.5 jam perjalanan darat dari pusat kota ende. Dari tempat parkir kita perlu tracking selama kurang lebih 15 sd 30 menit untuk mencapai ke puncak.","Pemandangannya","1"
"Pemandangannya sangat alami dan indah. Anda akan menikmayi pemandangan danau yg memiliki 3 warna yg konon dapat berubah warna. Perlu sekitar 2.5 jam perjalanan darat dari pusat kota ende. Dari tempat parkir kita perlu tracking selama kurang lebih 15 sd 30 menit untuk mencapai ke puncak.","tracking","0"
"Pemandangannya sangat alami dan indah. Anda akan menikmayi pemandangan danau yg memiliki 3 warna yg konon dapat berubah warna. Perlu sekitar 2.5 jam perjalanan darat dari pusat kota ende. Dari tempat parkir kita perlu tracking selama kurang lebih 15 sd 30 menit untuk mencapai ke puncak.","pemandangan","1"
"Pantainya bagus","Pantainya","1"
"Spot foto di sumba yang bagus. Bukit2 kecil khas sumba yang indah. Sebaiknya kesini menjelang sore, karna sunset nya bagus banget. Oh ya angin disini cukup kencang, jd siap2 minum tolak angin yah. He5","Spot foto","1"
"Spot foto di sumba yang bagus. Bukit2 kecil khas sumba yang indah. Sebaiknya kesini menjelang sore, karna sunset nya bagus banget. Oh ya angin disini cukup kencang, jd siap2 minum tolak angin yah. He5","Bukit2","1"
"Pantai di nusa tenggara timur memang tiada duanya, alam yang masih asri tanpa tersentuh tangan manusia, pasir putih, air biru yang jernih, ombak yang tidak terlalu besar cocok sekali untuk berlibur bersama keluarga, cuman medan yang harus dilewati untuk ke pantai ini cukup menantang tapi pasti akan puas dengan pantainya","Pantai","1"
"Pantai di nusa tenggara timur memang tiada duanya, alam yang masih asri tanpa tersentuh tangan manusia, pasir putih, air biru yang jernih, ombak yang tidak terlalu besar cocok sekali untuk berlibur bersama keluarga, cuman medan yang harus dilewati untuk ke pantai ini cukup menantang tapi pasti akan puas dengan pantainya","pantainya","1"
"Desa adat yg luar biasa indah, akses kesana pun cukup mudah, kita bisa mendapatkan kain tenun khas disini, jangan lupa cicipi kopi nya..mantap..","Desa adat","1"
"Desa adat yg luar biasa indah, akses kesana pun cukup mudah, kita bisa mendapatkan kain tenun khas disini, jangan lupa cicipi kopi nya..mantap..","akses","1"
"Desa adat yg luar biasa indah, akses kesana pun cukup mudah, kita bisa mendapatkan kain tenun khas disini, jangan lupa cicipi kopi nya..mantap..","kopi nya","1"
"Pantai Gurun Pasir","Pantai","0"
"Pantai yg indah","Pantai","1"
"danau tiga warna. Wisata yg terkenal di kab. Ende","danau tiga warna","0"
"Setelah memutuskan meninggalkan Kupang dan memilih explore Pulau Alor, saya merasa perjalanan saya kali ini semakin menarik.  Meski dihari pertama tiba sempat seharian disambut hujan namun akhirnya dihari kedua saya bisa bernafas lega setelah matahari kian bersinar dengan terangnya.  Sekitar 30 menit perjalanan menggunakan motor dari pusat Kota Kalabahi yakni Ibu Kota Kabupaten Alor, akhirnya saya tiba juga disebuah desa adat yang lokasinya berada diatas perbukitan. Namanya Desa Adat Takpala yang hingga kini masih mempertahankan prinsip-perinsip dan kehidupan nenek leluhurnya.  Menurut bapak Martin yang kebetulan saat itu menjadi pemandu saya mengatakn jika Dulunya areaDesa Takpalaadalah hutan. Suku yang mendiami daerah sini dikenal sebagai Suku Abui, yang artinya orang gunung. Nah mereka inilah yang sampai saat ini masih bertahan didesa Takpala.  Selain bisa mngenal lebih dekat suku adat dipesisir Alor ini, saya juga mendapat kesempatan untuk mencoba langsung pakaian adat Alor yang menurut saya sangat menarik baik dari segi kain tenunya, aksesorisnya maupun senjata yang biasa digunakanya. Bisa dibilang pakaian adat Alor khususnya laki2 adalah salah satu pakain adat Paling Epik di Indonesia Versi saya.  Cara Menuju Desa Takpala  Sebelum mendatangi Desa Adat Takpala, kita harus terlebih dahulu tiba di kota Kalabahi. Ada banyak alternatif rute menuju ibu Kota kabupaten Alor ini yakni melalui Pesawat Udara seperti Wings atau Trans Nusa dan bisa juga melalui Jalur Laut yakni Via Pelni atau Very.  Selengkapnya tentang Rute kekota Kalabahi, silahkan simak disini :  Setibanya di Kota Kalabahi kita harus melanjutkan perjalanan menuju Desa Takpala. Bisa dengan menyewa Motor atau Mobil di penginapan tempat kalian menginap. Saya sendiri mendapat info sewa Motor di homestay Cantik yang lokasinya tak jauh dari pelabuhan Kalabahi.  Dibutuhkan waktu sekitar 30 menit perjalanan menuju Desa. Ingat baaa kendaraanya harus pelan2 terlebih petunjuk menuju desa Takpala hanya berupa papan plang jalan saja, tidak ada gapura atau gerbang desa.  Setibanya dijalan setapak menuju perkampungan adat yang berada diatas bukit, kita harus melewati tanjakan yang cukup curam. Kurang lebih sekitar 5 menitan kita melewati bukit tersebut barulah kita sampai diujung jalan dan akan bertemu parkiran desa adat.  Yang Unik di Desa Adat Takpala  Setibanya kita di Desa adat maka kita akan disambut oleh guide lokal yang akan membantu menjelaskan dan menerangkan semua hal yang ada disini. Kebetulan saat itu tidak seramai biasanya dan hanya bertemu beberapa orang wisatawan dari Kalabahi.  Disini kita bisa melihat kerajinan tangan hasil tenunan para wanita yang dilakukan setiap hari. Dereta rumah adat khas Pulau Alor terbentang dan tersusun rapi menambah kesan istimewa dan Eksotis.  Seperti yang sudah diinfokan diatas jika kita juga bisa menyewa baju adat khas mereka. Lengkap dengan pakaian Adat, senjata dan aksesorinya. Biasanya kalo dalam rombongan kita hanya perlu membayar Rp 50.000 saja per orang yang memakai. Kebetulan saat itu saya sendirian jadi saya berikan saja Rp 100.000.  Tak hanya itu, jika ingin melihat kesenian lengkap dengan tarianya, upacaranya dan detailnya wajib merogoh kocek sekitar Rp 1.500.000 / rombongan. Namun agar semuanya tersusun rapi dan acaranya bisa berjalan lancar maka kita harus menginfokan jauh-jauh hari sebelum kedatangan kita.  Intinya buat kalian yang sedang ada di Alor Wajib singgahi dan kunjungi desa adat Takpala, Desa khas Pulau Alor yang masih bertahan lama hingga sekarang.","desa adat","1"
"Setelah memutuskan meninggalkan Kupang dan memilih explore Pulau Alor, saya merasa perjalanan saya kali ini semakin menarik.  Meski dihari pertama tiba sempat seharian disambut hujan namun akhirnya dihari kedua saya bisa bernafas lega setelah matahari kian bersinar dengan terangnya.  Sekitar 30 menit perjalanan menggunakan motor dari pusat Kota Kalabahi yakni Ibu Kota Kabupaten Alor, akhirnya saya tiba juga disebuah desa adat yang lokasinya berada diatas perbukitan. Namanya Desa Adat Takpala yang hingga kini masih mempertahankan prinsip-perinsip dan kehidupan nenek leluhurnya.  Menurut bapak Martin yang kebetulan saat itu menjadi pemandu saya mengatakn jika Dulunya areaDesa Takpalaadalah hutan. Suku yang mendiami daerah sini dikenal sebagai Suku Abui, yang artinya orang gunung. Nah mereka inilah yang sampai saat ini masih bertahan didesa Takpala.  Selain bisa mngenal lebih dekat suku adat dipesisir Alor ini, saya juga mendapat kesempatan untuk mencoba langsung pakaian adat Alor yang menurut saya sangat menarik baik dari segi kain tenunya, aksesorisnya maupun senjata yang biasa digunakanya. Bisa dibilang pakaian adat Alor khususnya laki2 adalah salah satu pakain adat Paling Epik di Indonesia Versi saya.  Cara Menuju Desa Takpala  Sebelum mendatangi Desa Adat Takpala, kita harus terlebih dahulu tiba di kota Kalabahi. Ada banyak alternatif rute menuju ibu Kota kabupaten Alor ini yakni melalui Pesawat Udara seperti Wings atau Trans Nusa dan bisa juga melalui Jalur Laut yakni Via Pelni atau Very.  Selengkapnya tentang Rute kekota Kalabahi, silahkan simak disini :  Setibanya di Kota Kalabahi kita harus melanjutkan perjalanan menuju Desa Takpala. Bisa dengan menyewa Motor atau Mobil di penginapan tempat kalian menginap. Saya sendiri mendapat info sewa Motor di homestay Cantik yang lokasinya tak jauh dari pelabuhan Kalabahi.  Dibutuhkan waktu sekitar 30 menit perjalanan menuju Desa. Ingat baaa kendaraanya harus pelan2 terlebih petunjuk menuju desa Takpala hanya berupa papan plang jalan saja, tidak ada gapura atau gerbang desa.  Setibanya dijalan setapak menuju perkampungan adat yang berada diatas bukit, kita harus melewati tanjakan yang cukup curam. Kurang lebih sekitar 5 menitan kita melewati bukit tersebut barulah kita sampai diujung jalan dan akan bertemu parkiran desa adat.  Yang Unik di Desa Adat Takpala  Setibanya kita di Desa adat maka kita akan disambut oleh guide lokal yang akan membantu menjelaskan dan menerangkan semua hal yang ada disini. Kebetulan saat itu tidak seramai biasanya dan hanya bertemu beberapa orang wisatawan dari Kalabahi.  Disini kita bisa melihat kerajinan tangan hasil tenunan para wanita yang dilakukan setiap hari. Dereta rumah adat khas Pulau Alor terbentang dan tersusun rapi menambah kesan istimewa dan Eksotis.  Seperti yang sudah diinfokan diatas jika kita juga bisa menyewa baju adat khas mereka. Lengkap dengan pakaian Adat, senjata dan aksesorinya. Biasanya kalo dalam rombongan kita hanya perlu membayar Rp 50.000 saja per orang yang memakai. Kebetulan saat itu saya sendirian jadi saya berikan saja Rp 100.000.  Tak hanya itu, jika ingin melihat kesenian lengkap dengan tarianya, upacaranya dan detailnya wajib merogoh kocek sekitar Rp 1.500.000 / rombongan. Namun agar semuanya tersusun rapi dan acaranya bisa berjalan lancar maka kita harus menginfokan jauh-jauh hari sebelum kedatangan kita.  Intinya buat kalian yang sedang ada di Alor Wajib singgahi dan kunjungi desa adat Takpala, Desa khas Pulau Alor yang masih bertahan lama hingga sekarang.","pemandu","1"
"Setelah memutuskan meninggalkan Kupang dan memilih explore Pulau Alor, saya merasa perjalanan saya kali ini semakin menarik.  Meski dihari pertama tiba sempat seharian disambut hujan namun akhirnya dihari kedua saya bisa bernafas lega setelah matahari kian bersinar dengan terangnya.  Sekitar 30 menit perjalanan menggunakan motor dari pusat Kota Kalabahi yakni Ibu Kota Kabupaten Alor, akhirnya saya tiba juga disebuah desa adat yang lokasinya berada diatas perbukitan. Namanya Desa Adat Takpala yang hingga kini masih mempertahankan prinsip-perinsip dan kehidupan nenek leluhurnya.  Menurut bapak Martin yang kebetulan saat itu menjadi pemandu saya mengatakn jika Dulunya areaDesa Takpalaadalah hutan. Suku yang mendiami daerah sini dikenal sebagai Suku Abui, yang artinya orang gunung. Nah mereka inilah yang sampai saat ini masih bertahan didesa Takpala.  Selain bisa mngenal lebih dekat suku adat dipesisir Alor ini, saya juga mendapat kesempatan untuk mencoba langsung pakaian adat Alor yang menurut saya sangat menarik baik dari segi kain tenunya, aksesorisnya maupun senjata yang biasa digunakanya. Bisa dibilang pakaian adat Alor khususnya laki2 adalah salah satu pakain adat Paling Epik di Indonesia Versi saya.  Cara Menuju Desa Takpala  Sebelum mendatangi Desa Adat Takpala, kita harus terlebih dahulu tiba di kota Kalabahi. Ada banyak alternatif rute menuju ibu Kota kabupaten Alor ini yakni melalui Pesawat Udara seperti Wings atau Trans Nusa dan bisa juga melalui Jalur Laut yakni Via Pelni atau Very.  Selengkapnya tentang Rute kekota Kalabahi, silahkan simak disini :  Setibanya di Kota Kalabahi kita harus melanjutkan perjalanan menuju Desa Takpala. Bisa dengan menyewa Motor atau Mobil di penginapan tempat kalian menginap. Saya sendiri mendapat info sewa Motor di homestay Cantik yang lokasinya tak jauh dari pelabuhan Kalabahi.  Dibutuhkan waktu sekitar 30 menit perjalanan menuju Desa. Ingat baaa kendaraanya harus pelan2 terlebih petunjuk menuju desa Takpala hanya berupa papan plang jalan saja, tidak ada gapura atau gerbang desa.  Setibanya dijalan setapak menuju perkampungan adat yang berada diatas bukit, kita harus melewati tanjakan yang cukup curam. Kurang lebih sekitar 5 menitan kita melewati bukit tersebut barulah kita sampai diujung jalan dan akan bertemu parkiran desa adat.  Yang Unik di Desa Adat Takpala  Setibanya kita di Desa adat maka kita akan disambut oleh guide lokal yang akan membantu menjelaskan dan menerangkan semua hal yang ada disini. Kebetulan saat itu tidak seramai biasanya dan hanya bertemu beberapa orang wisatawan dari Kalabahi.  Disini kita bisa melihat kerajinan tangan hasil tenunan para wanita yang dilakukan setiap hari. Dereta rumah adat khas Pulau Alor terbentang dan tersusun rapi menambah kesan istimewa dan Eksotis.  Seperti yang sudah diinfokan diatas jika kita juga bisa menyewa baju adat khas mereka. Lengkap dengan pakaian Adat, senjata dan aksesorinya. Biasanya kalo dalam rombongan kita hanya perlu membayar Rp 50.000 saja per orang yang memakai. Kebetulan saat itu saya sendirian jadi saya berikan saja Rp 100.000.  Tak hanya itu, jika ingin melihat kesenian lengkap dengan tarianya, upacaranya dan detailnya wajib merogoh kocek sekitar Rp 1.500.000 / rombongan. Namun agar semuanya tersusun rapi dan acaranya bisa berjalan lancar maka kita harus menginfokan jauh-jauh hari sebelum kedatangan kita.  Intinya buat kalian yang sedang ada di Alor Wajib singgahi dan kunjungi desa adat Takpala, Desa khas Pulau Alor yang masih bertahan lama hingga sekarang.","guide lokal","1"
"Saya sudah 11 tahun bekrja di Taman Nasional komodo. Dan semua sudh saya tempari pos2 jagay","Taman Nasional komodo","0"
"Pantai yang Indah untuk berwisata.","Pantai","1"
"Kampung yang sangat nyaman, aman dan indah, budaya masih kental di kalangan masyarakat Sumba Barat, NTT, bagi wisatawan luar negri maupun dalam negri sangat senang dan memuaskan diri dengan view yang ada di Kampung Prai Ijing yang sangat indah ini. Jadi tempat ini cocok untuk jadi destinasi trip kalian para traveler yang ingin mencari view alam dan indah di Sumba Barat, Nusa Tenggara Timur #Salam_Hangat","Kampung","1"
"Kampung yang sangat nyaman, aman dan indah, budaya masih kental di kalangan masyarakat Sumba Barat, NTT, bagi wisatawan luar negri maupun dalam negri sangat senang dan memuaskan diri dengan view yang ada di Kampung Prai Ijing yang sangat indah ini. Jadi tempat ini cocok untuk jadi destinasi trip kalian para traveler yang ingin mencari view alam dan indah di Sumba Barat, Nusa Tenggara Timur #Salam_Hangat","budaya","1"
"Kampung yang sangat nyaman, aman dan indah, budaya masih kental di kalangan masyarakat Sumba Barat, NTT, bagi wisatawan luar negri maupun dalam negri sangat senang dan memuaskan diri dengan view yang ada di Kampung Prai Ijing yang sangat indah ini. Jadi tempat ini cocok untuk jadi destinasi trip kalian para traveler yang ingin mencari view alam dan indah di Sumba Barat, Nusa Tenggara Timur #Salam_Hangat","view","1"
"wisata alam mempesona aset Indonesia","wisata alam","1"
"Salah satu must visit place di Sumba Timur. Cocok banget buat menikmati sunset. Kalau lapar, sebelum naik bukit ada warung yang jual mie rebus dan kopi/teh. HTM 5ribu rupiah/orang","sunset","1"
"Salah satu must visit place di Sumba Timur. Cocok banget buat menikmati sunset. Kalau lapar, sebelum naik bukit ada warung yang jual mie rebus dan kopi/teh. HTM 5ribu rupiah/orang","warung","1"
"Fasilitas jalan belum full aspal maupun cor. Tempat u/ mencari keindahan pemandangan alam di NTT","jalan","-1"
"Fasilitas jalan belum full aspal maupun cor. Tempat u/ mencari keindahan pemandangan alam di NTT","Tempat","1"
"Pantai dengan hamparan pasir yang indah Trimakasih Tuhan untuk alam ini","Pantai","1"
"Danau air Asin yang berada di Sumba Barat Daya,  luar biasa indahnya","Danau","1"
